indy	i386	0x2bea	T	text	func	__Z20AITriggerSetSysResetP17AITRIGGERSETSYS_s	Z20AITriggerSetSysResetP17AITRIGGERSETSYS_s		Other
indy	i386	0x2c54	T	text	func	__Z21AITriggerSetSysCreateP9variptr_uS0_	Z21AITriggerSetSysCreateP9variptr_uS0_		Other
indy	i386	0x2c88	T	text	func	__Z22AITriggerSetAddTriggerP7AISYS_sP14AITRIGGERSET_sP7GIZMO_s	Z22AITriggerSetAddTriggerP7AISYS_sP14AITRIGGERSET_sP7GIZMO_s		Other
indy	i386	0x30f2	T	text	func	__Z20GameObjectUsingLeverP12GameObject_sP7LEVER_s	Z20GameObjectUsingLeverP12GameObject_sP7LEVER_s		Other
indy	i386	0x3116	T	text	func	__Z21AITriggerSysAutoSetUpP11WORLDINFO_sP17AITRIGGERSETSYS_s	Z21AITriggerSysAutoSetUpP11WORLDINFO_sP17AITRIGGERSETSYS_s		Other
indy	i386	0x326c	T	text	func	__Z22AITriggerSetSysProcessP17AITRIGGERSETSYS_s	Z22AITriggerSetSysProcessP17AITRIGGERSETSYS_s		Other
indy	i386	0x3e6a	T	text	func	_NuError	NuError		Nu2
indy	i386	0x3e70	T	text	func	_NuSinApprox	NuSinApprox		Nu2
indy	i386	0x3f02	T	text	func	__Z14Attractos_LoadPvS_	Z14Attractos_LoadPvS_		Other
indy	i386	0x3fb6	T	text	func	__Z21Attractos_InitTerrainP11WORLDINFO_s	Z21Attractos_InitTerrainP11WORLDINFO_s		Other
indy	i386	0x3ffe	T	text	func	__Z28Attractos_ReserveBufferSpacePv	Z28Attractos_ReserveBufferSpacePv		Other
indy	i386	0x405a	T	text	func	__Z17Attracto_ActivateP7GIZMO_si	Z17Attracto_ActivateP7GIZMO_si		Other
indy	i386	0x4084	T	text	func	__Z22Attracto_SetVisibilityP7GIZMO_si	Z22Attracto_SetVisibilityP7GIZMO_si		Other
indy	i386	0x41cc	T	text	func	__Z15Attractos_ResetPvS_S_	Z15Attractos_ResetPvS_S_		Other
indy	i386	0x4388	T	text	func	__Z16Attractos_UpdatePvS_f	Z16Attractos_UpdatePvS_f		Other
indy	i386	0x44ac	T	text	func	__Z20Attracto_FindNearestP11WORLDINFO_sP7nuvec_sP12GameObject_sPf	Z20Attracto_FindNearestP11WORLDINFO_sP7nuvec_sP12GameObject_sPf		Other
indy	i386	0x4558	T	text	func	__Z14Attractos_DrawPvS_f	Z14Attractos_DrawPvS_f		Other
indy	i386	0x47ec	T	text	func	__Z22Attractos_GetMaxGizmosPv	Z22Attractos_GetMaxGizmosPv		Other
indy	i386	0x4808	T	text	func	__Z19Attractos_AddGizmosP10GIZMOSYS_siPvS1_	Z19Attractos_AddGizmosP10GIZMOSYS_siPvS1_		Other
indy	i386	0x4868	T	text	func	__Z21Attracto_GetGizmoNameP7GIZMO_s	Z21Attracto_GetGizmoNameP7GIZMO_s		Other
indy	i386	0x4878	T	text	func	__Z18Attracto_GetOutputP7GIZMO_sii	Z18Attracto_GetOutputP7GIZMO_sii		Other
indy	i386	0x488c	T	text	func	__Z22Attracto_GetOutputNameP7GIZMO_si	Z22Attracto_GetOutputNameP7GIZMO_si		Other
indy	i386	0x4896	T	text	func	__Z22Attracto_GetNumOutputsP7GIZMO_s	Z22Attracto_GetNumOutputsP7GIZMO_s		Other
indy	i386	0x48a0	T	text	func	__Z30Attractos_AllocateProgressDataP9variptr_uS0_	Z30Attractos_AllocateProgressDataP9variptr_uS0_		Other
indy	i386	0x48c2	T	text	func	__Z23Attractos_ClearProgressPvS_	Z23Attractos_ClearProgressPvS_		Other
indy	i386	0x4926	T	text	func	__Z23Attractos_StoreProgressPvS_S_	Z23Attractos_StoreProgressPvS_S_		Other
indy	i386	0x49f4	T	text	func	__Z15Attracto_GetPosP7GIZMO_s	Z15Attracto_GetPosP7GIZMO_s		Other
indy	i386	0x4a08	T	text	func	__Z19Attracto_GetPos_TopP10ATTRACTO_sP7nuvec_s	Z19Attracto_GetPos_TopP10ATTRACTO_sP7nuvec_s		Other
indy	i386	0x4a46	T	text	func	__Z23Attractos_RegisterGizmoi	Z23Attractos_RegisterGizmoi		Other
indy	i386	0x4ba6	T	text	func	__Z22Attracto_GetSuctionPosP12GameObject_sP7nuvec_s	Z22Attracto_GetSuctionPosP12GameObject_sP7nuvec_s		Other
indy	i386	0x4bcc	T	text	func	__Z28AttractoDeposit_SetTargetMomP12GameObject_s	Z28AttractoDeposit_SetTargetMomP12GameObject_s		Other
indy	i386	0x4c10	T	text	func	__Z17Attracto_MoveCodeP11WORLDINFO_sP12GameObject_s	Z17Attracto_MoveCodeP11WORLDINFO_sP12GameObject_s		Other
indy	i386	0x545e	T	text	func	_NuError	NuError		Nu2
indy	i386	0x5464	T	text	func	__Z14Backdrop_pieceP8nufpar_s	Z14Backdrop_pieceP8nufpar_s		Other
indy	i386	0x54e2	T	text	func	__Z15Backdrop_piece2P8nufpar_s	Z15Backdrop_piece2P8nufpar_s		Other
indy	i386	0x5564	T	text	func	__Z20Backdrop_followed_byP8nufpar_s	Z20Backdrop_followed_byP8nufpar_s		Other
indy	i386	0x55f6	T	text	func	__Z21Backdrop_preceeded_byP8nufpar_s	Z21Backdrop_preceeded_byP8nufpar_s		Other
indy	i386	0x5688	T	text	func	__Z13Backdrop_velxP8nufpar_s	Z13Backdrop_velxP8nufpar_s		Other
indy	i386	0x56ac	T	text	func	__Z13Backdrop_velyP8nufpar_s	Z13Backdrop_velyP8nufpar_s		Other
indy	i386	0x56d0	T	text	func	__Z13Backdrop_velzP8nufpar_s	Z13Backdrop_velzP8nufpar_s		Other
indy	i386	0x56f4	T	text	func	__Z13Backdrop_posxP8nufpar_s	Z13Backdrop_posxP8nufpar_s		Other
indy	i386	0x5718	T	text	func	__Z13Backdrop_posyP8nufpar_s	Z13Backdrop_posyP8nufpar_s		Other
indy	i386	0x573c	T	text	func	__Z13Backdrop_poszP8nufpar_s	Z13Backdrop_poszP8nufpar_s		Other
indy	i386	0x5760	T	text	func	__Z14Backdrop_sizexP8nufpar_s	Z14Backdrop_sizexP8nufpar_s		Other
indy	i386	0x5784	T	text	func	__Z14Backdrop_sizeyP8nufpar_s	Z14Backdrop_sizeyP8nufpar_s		Other
indy	i386	0x57a8	T	text	func	__Z14Backdrop_sizezP8nufpar_s	Z14Backdrop_sizezP8nufpar_s		Other
indy	i386	0x57cc	T	text	func	__Z14Backdrop_useBBP8nufpar_s	Z14Backdrop_useBBP8nufpar_s		Other
indy	i386	0x57f0	T	text	func	__Z19Backdrop_deletedistP8nufpar_s	Z19Backdrop_deletedistP8nufpar_s		Other
indy	i386	0x5814	T	text	func	__Z25BackdropIsCurrentPlatformP8nufpar_s	Z25BackdropIsCurrentPlatformP8nufpar_s		Other
indy	i386	0x585a	T	text	func	__Z21BackdropSys_ConfigureP11WORLDINFO_sPc	Z21BackdropSys_ConfigureP11WORLDINFO_sPc		Other
indy	i386	0x5a98	T	text	func	__Z17BackdropSys_ResetP13BACKDROPSYS_s	Z17BackdropSys_ResetP13BACKDROPSYS_s		Other
indy	i386	0x5b08	T	text	func	__Z19CreateBackDropPieceP13BACKDROPSYS_sP10BACKDROP_s	Z19CreateBackDropPieceP13BACKDROPSYS_sP10BACKDROP_s		Other
indy	i386	0x6036	T	text	func	__Z20DestroyBackDropPieceP13BACKDROPSYS_sP15BACKDROPPIECE_s	Z20DestroyBackDropPieceP13BACKDROPSYS_sP15BACKDROPPIECE_s		Other
indy	i386	0x6088	T	text	func	__Z18BackdropSys_UpdateP13BACKDROPSYS_s	Z18BackdropSys_UpdateP13BACKDROPSYS_s		Other
indy	i386	0x6474	T	text	func	__Z16BackdropSys_DrawP13BACKDROPSYS_s	Z16BackdropSys_DrawP13BACKDROPSYS_s		Other
indy	i386	0x64ea	T	text	func	_NuSinApprox	NuSinApprox		Nu2
indy	i386	0x657c	T	text	func	__Z21Batarang_GetTargetPosP10BATARANG_siP7nuvec_s	Z21Batarang_GetTargetPosP10BATARANG_siP7nuvec_s		Other
indy	i386	0x6682	T	text	func	__Z28Batarang_GetObjectFromCharIDi	Z28Batarang_GetObjectFromCharIDi		Other
indy	i386	0x669c	T	text	func	__Z24Batarang_StartThrowQuickP12GameObject_s	Z24Batarang_StartThrowQuickP12GameObject_s		Other
indy	i386	0x66fe	T	text	func	__Z18Batarang_UpdateLOSP11WORLDINFO_sP12GameObject_s	Z18Batarang_UpdateLOSP11WORLDINFO_sP12GameObject_s		Other
indy	i386	0x6890	T	text	func	__Z21Batarang_GetSightInfoiPiS_S_Pc	Z21Batarang_GetSightInfoiPiS_S_Pc		Other
indy	i386	0x690c	T	text	func	__Z17Batarang_RicochetP10BATARANG_s	Z17Batarang_RicochetP10BATARANG_s		Other
indy	i386	0x6980	T	text	func	__Z14Batarangs_Drawv	Z14Batarangs_Drawv		Other
indy	i386	0x6a0c	T	text	func	__Z17Batarang_ResetLOSP12GameObject_s	Z17Batarang_ResetLOSP12GameObject_s		Other
indy	i386	0x6a40	T	text	func	__Z15Batarangs_Resetv	Z15Batarangs_Resetv		Other
indy	i386	0x6a72	T	text	func	__Z23Batarangs_CheckLostDataPv	Z23Batarangs_CheckLostDataPv		Other
